stock_code,company_name,market_cap,bs_securities_assets,pl_dividend_income,current_net_sales,operating_income,asset_ratio,dividend_ratio,operating_margin,sales_growth_rate
7122,近畿車輛株式会社,14017060411.0,6329000000.0,154000000.0,30257000000.0,232000000.0,0.45,0.02,0.77,-29.89
3143,オーウイル株式会社,5607000000.0,429126000.0,6092000.0,39156014000.0,1162943000.0,0.08,0.01,2.97,23.23
7435,株式会社ナ・デックス,8854746400.0,2261103000.0,19434000.0,34436334000.0,959240000.0,0.26,0.01,2.79,-4.86
4027,テイカ株式会社,30131640000.0,12235000000.0,324000000.0,55737000000.0,3525000000.0,0.41,0.03,6.32,5.18
7868,株式会社広済堂ホールディングス,65930313765.0,1758000000.0,32000000.0,38302000000.0,8302000000.0,0.03,0.02,21.68,8.02
5076,インフロニア・ホールディングス株式会社,339708420000.0,20116000000.0,0.0,0.0,15858000000.0,0.06,0.0,0.0,0.0
7562,株式会社安楽亭,16781010840.0,185860000.0,3764000.0,30353499000.0,1459945000.0,0.01,0.02,4.81,0.31
4218,ニチバン株式会社,39837698000.0,2889000000.0,33000000.0,49457000000.0,2586000000.0,0.07,0.01,5.23,5.54
4524,森下仁丹株式会社,9030400000.0,3856000000.0,72000000.0,12766000000.0,804000000.0,0.43,0.02,6.3,2.9
3987,エコモット株式会社,2846135600.0,144245000.0,0.0,2692638000.0,7440000.0,0.05,0.0,0.28,-0.84
9347,日本管財ホールディングス株式会社,112997920000.0,11951000000.0,170000000.0,139868000000.0,8678000000.0,0.11,0.01,6.2,14.02
3076,あいホールディングス株式会社,134344660000.0,3550000000.0,44000000.0,49812000000.0,9853000000.0,0.03,0.01,19.78,7.36
3175,株式会社エー・ピーホールディングス,11878264300.0,176324000.0,3474000.0,21072470000.0,263106000.0,0.01,0.02,1.25,2.3
7094,株式会社ＮｅｘＴｏｎｅ,17992848000.0,0.0,1000000.0,19412000000.0,1005000000.0,0.0,0.0,5.18,44.51
7325,株式会社アイリックコーポレーション,6443920000.0,133481000.0,0.0,7921787000.0,495426000.0,0.02,0.0,6.25,31.93
9663,株式会社ナガワ,100433293960.0,17199000000.0,496000000.0,35294000000.0,4299000000.0,0.17,0.03,12.18,8.34
8059,第一実業株式会社,82290608000.0,12709000000.0,644000000.0,221755000000.0,13103000000.0,0.15,0.05,5.91,18.09
7621,株式会社うかい,20211576700.0,114439000.0,1998000.0,13326031000.0,890199000.0,0.01,0.02,6.68,5.32
9409,株式会社テレビ朝日ホールディングス,307679715000.0,209180000000.0,1391000000.0,324056000000.0,19704000000.0,0.68,0.01,6.08,5.25
6778,株式会社アルチザネットワークス,6339606000.0,190431000.0,15928000.0,2819632000.0,32555000.0,0.03,0.08,1.15,-31.45
1436,株式会社グリーンエナジー＆カンパニー,9468082000.0,69950000.0,0.0,9676010000.0,512204000.0,0.01,0.0,5.29,9.28
3770,株式会社ザッパラス,5023568000.0,424611000.0,0.0,4373725000.0,280400000.0,0.08,0.0,6.41,-0.05
1711,株式会社ＳＤＳホールディングス,2384236109.0,21930000.0,0.0,4035492000.0,51051000.0,0.01,0.0,1.27,-2.43
8144,株式会社デンキョーグループホールディングス,8017995000.0,4497000000.0,148000000.0,54326000000.0,108000000.0,0.56,0.03,0.2,-0.51
2805,ヱスビー食品株式会社,42568750000.0,15585000000.0,388000000.0,123520000000.0,9442000000.0,0.37,0.02,7.64,-2.31
3634,株式会社ソケッツ,1493872200.0,12290000.0,0.0,1039861000.0,0.0,0.01,0.0,0.0,2.07
7381,株式会社北國フィナンシャルホールディングス,124062400000.0,0.0,0.0,0.0,4947000000.0,0.0,0.0,0.0,0.0
6286,靜甲株式会社,5698840917.0,2736492000.0,86990000.0,40099518000.0,1429134000.0,0.48,0.03,3.56,11.07
4690,日本パレットプール株式会社,3180060000.0,322318000.0,8461000.0,6935205000.0,368864000.0,0.1,0.03,5.32,-8.54
6964,株式会社サンコー,5040000000.0,1277957000.0,16323000.0,16838185000.0,546070000.0,0.25,0.01,3.24,-0.58
7420,佐鳥電機株式会社,31477284000.0,4344000000.0,82000000.0,148113000000.0,4755000000.0,0.14,0.02,3.21,1.21
3548,株式会社バロックジャパンリミテッド,28827571800.0,0.0,0.0,58180000000.0,812000000.0,0.0,0.0,1.4,-3.5
2927,株式会社ＡＦＣ－ＨＤアムスライフサイエンス,12689950518.0,588827000.0,7977000.0,30185451000.0,1916188000.0,0.05,0.01,6.35,18.01
7446,東北化学薬品株式会社,3835200000.0,1789876000.0,49479000.0,32155676000.0,353257000.0,0.47,0.03,1.1,-8.37
4368,扶桑化学工業株式会社,143819550000.0,714487000.0,13592000.0,69501527000.0,16230508000.0,0.0,0.02,23.35,17.86
8005,株式会社スクロール,36583145000.0,2368000000.0,81000000.0,84030000000.0,6052000000.0,0.06,0.03,7.2,5.27
7911,ＴＯＰＰＡＮホールディングス株式会社,1231479984000.0,310633000000.0,4212000000.0,1717960000000.0,84086000000.0,0.25,0.01,4.89,2.37
6470,大豊工業株式会社,16511352000.0,5063000000.0,148000000.0,112789000000.0,610000000.0,0.31,0.03,0.54,0.66
5945,天龍製鋸株式会社,21347719110.0,9227377000.0,173612000.0,13131261000.0,1826991000.0,0.43,0.02,13.91,10.02
3924,株式会社ランドコンピュータ,13673571900.0,136850000.0,1748000.0,13730729000.0,1433806000.0,0.01,0.01,10.44,-0.01
9366,株式会社サンリツ,4907206741.0,516829000.0,14194000.0,20122036000.0,1034881000.0,0.11,0.03,5.14,3.73
8065,佐藤商事株式会社,33788450000.0,17927000000.0,641000000.0,284552000000.0,6817000000.0,0.53,0.04,2.4,3.86
4178,株式会社Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,3072573000.0,0.0,0.0,5169035000.0,239086000.0,0.0,0.0,4.63,2.2
9787,イオンディライト株式会社,,4558000000.0,107000000.0,337929000000.0,16429000000.0,0.0,0.02,4.86,4.04
9989,株式会社サンドラッグ,554651343232.0,34013000000.0,9000000.0,801811000000.0,44496000000.0,0.06,0.0,5.55,6.66
9380,東海運株式会社,9342129000.0,3756655000.0,132421000.0,29981402000.0,688107000.0,0.4,0.04,2.3,0.38
5445,東京鐵鋼株式会社,51790136650.0,8378000000.0,136000000.0,82593000000.0,14676000000.0,0.16,0.02,17.77,3.74
7808,株式会社シー・エス・ランバー,5548449900.0,307329000.0,6996000.0,21132906000.0,2174056000.0,0.06,0.02,10.29,-13.91
5184,株式会社ニチリン,50873340000.0,3923000000.0,70000000.0,71356000000.0,9184000000.0,0.08,0.02,12.87,1.03
6349,株式会社小森コーポレーション,81983061720.0,13749000000.0,383000000.0,111050000000.0,7118000000.0,0.17,0.03,6.41,6.49
7041,ＣＲＧホールディングス株式会社,1812921600.0,592300000.0,0.0,17090086000.0,90128000.0,0.33,0.0,0.53,-17.9
6273,ＳＭＣ株式会社,3398092360000.0,145267000000.0,120211000000.0,792108000000.0,190244000000.0,0.04,0.83,24.02,1.96
2004,昭和産業株式会社,95521740900.0,47221000000.0,711000000.0,334425000000.0,11126000000.0,0.49,0.02,3.33,-3.45
6820,アイコム株式会社,42901650000.0,8447000000.0,110000000.0,37468000000.0,3721000000.0,0.2,0.01,9.93,0.95
8425,みずほリース株式会社,315738257100.0,377214000000.0,1024000000.0,695423000000.0,48966000000.0,1.19,0.0,7.04,5.99
7607,株式会社進和,46489403775.0,2857237000.0,75203000.0,77845803000.0,3559062000.0,0.06,0.03,4.57,2.28
7630,株式会社壱番屋,149094420000.0,531443000.0,48038000.0,61006655000.0,4925666000.0,0.0,0.09,8.07,10.64
2436,共同ピーアール株式会社,8061142680.0,116194000.0,1310000.0,7323625000.0,1074736000.0,0.01,0.01,14.67,6.2
2267,株式会社ヤクルト本社,894567536140.0,68019000000.0,2208000000.0,499683000000.0,55391000000.0,0.08,0.03,11.09,-0.68
9986,蔵王産業株式会社,15169986000.0,78200000.0,4283000.0,8449787000.0,911595000.0,0.01,0.05,10.79,-10.35
7544,株式会社スリーエフ,3822719120.0,38000000.0,0.0,3869000000.0,997000000.0,0.01,0.0,25.77,-6.48
7267,本田技研工業株式会社,7888320000000.0,180512000000.0,989856000000.0,4596209000000.0,0.0,0.02,5.48,0.0,1.13
3712,株式会社情報企画,20613600000.0,5586000.0,0.0,3612525000.0,1428402000.0,0.0,0.0,39.54,2.38
4088,エア・ウォーター株式会社,498223717500.0,42001000000.0,27093000000.0,145299000000.0,0.0,0.08,0.65,0.0,-0.15
5591,株式会社ＡＶＩＬＥＮ,9771988800.0,0.0,0.0,1241485000.0,189353000.0,0.0,0.0,15.25,33.55
7370,株式会社Ｅｎｊｉｎ,6039874200.0,383632000.0,0.0,3267043000.0,1045419000.0,0.06,0.0,32.0,-6.15
9449,ＧＭＯインターネットグループ株式会社,406027608045.0,62811000000.0,626000000.0,277407000000.0,46653000000.0,0.15,0.01,16.82,7.25
2209,井村屋グループ株式会社,31956500400.0,2435806000.0,69322000.0,51121689000.0,3005704000.0,0.08,0.03,5.88,6.01
7729,株式会社東京精密,402766443631.0,3246000000.0,258000000.0,150534000000.0,29703000000.0,0.01,0.08,19.73,11.77
4054,日本情報クリエイト株式会社,10694057800.0,16159000.0,0.0,4436894000.0,709517000.0,0.0,0.0,15.99,17.68
5844,株式会社京都フィナンシャルグループ,814581486000.0,0.0,0.0,0.0,30044000000.0,0.0,0.0,0.0,0.0
9223,株式会社ＡＳＮＯＶＡ,7537670400.0,0.0,0.0,4266335000.0,48769000.0,0.0,0.0,1.14,12.7
4595,株式会社ミズホメディー,26747604000.0,8000000.0,75000000.0,11429000000.0,4917000000.0,0.0,9.38,43.02,4.0
6965,浜松ホトニクス株式会社,301442964020.0,4386000000.0,59000000.0,203961000000.0,32118000000.0,0.01,0.01,15.75,-7.9
6471,日本精工株式会社,346799987792.96875,31453000000.0,35067000000.0,383802000000.0,2286000000.0,0.09,1.11,0.6,-0.85
1812,鹿島建設株式会社,1953383920000.0,397478000000.0,6986000000.0,2911816000000.0,151882000000.0,0.2,0.02,5.22,9.25
6356,日本ギア工業株式会社,7525560000.0,1060316000.0,31549000.0,9555548000.0,2105777000.0,0.14,0.03,22.04,-0.69
6463,ＴＰＲ株式会社,70795200000.0,35651000000.0,1080000000.0,192494000000.0,11214000000.0,0.5,0.03,5.83,-0.69
7681,株式会社レオクラン,1959928800.0,105735000.0,4291000.0,19804248000.0,178107000.0,0.05,0.04,0.9,-25.64
5575,株式会社Ｇｌｏｂｅｅ,4648573380.0,0.0,0.0,1288764000.0,319983000.0,0.0,0.0,24.83,35.99
3762,テクマトリックス株式会社,95091302400.0,1720584000.0,5646000.0,36996498000.0,3810565000.0,0.02,0.0,10.3,19.67
8181,株式会社東天紅,2336166868.0,254317000.0,7299000.0,4710603000.0,490042000.0,0.11,0.03,10.4,0.67
5132,株式会社ｐｌｕｓｚｅｒｏ,24080722800.0,3152000.0,0.0,1218501000.0,250680000.0,0.0,0.0,20.57,36.29
5988,株式会社パイオラックス,63955204000.0,4546000000.0,84000000.0,63351000000.0,2382000000.0,0.07,0.02,3.76,-1.86
3068,株式会社ＷＤＩ,18993000000.0,318096000.0,0.0,31952794000.0,749248000.0,0.02,0.0,2.34,3.24
7085,株式会社カーブスホールディングス,64480097691.0,0.0,0.0,35465349000.0,5458197000.0,0.0,0.0,15.39,18.13
9256,株式会社サクシード,2834330400.0,24320000.0,0.0,3469824000.0,380685000.0,0.01,0.0,10.97,7.49
5845,全保連株式会社,22077063800.0,60000000.0,0.0,25658000000.0,2548000000.0,0.0,0.0,9.93,4.68
9765,株式会社オオバ,17425000000.0,1632186000.0,51278000.0,16485974000.0,1842500000.0,0.09,0.03,11.18,5.36
9722,藤田観光株式会社,141239895680.0,10472000000.0,257000000.0,76211000000.0,12309000000.0,0.07,0.02,16.15,18.07
4439,株式会社東名,13411440000.0,23652000.0,72077000.0,23918591000.0,2314273000.0,0.0,3.05,9.68,16.5
8093,極東貿易株式会社,18657866656.0,9405000000.0,342000000.0,52982000000.0,2038000000.0,0.5,0.04,3.85,21.35
5884,株式会社クラダシ,4496048128.0,0.0,0.0,2862197000.0,21192000.0,0.0,0.0,0.74,-1.65
4316,株式会社ビーマップ,1977620000.0,38303000.0,0.0,1494314000.0,2334000.0,0.02,0.0,0.16,-6.55
9238,バリュークリエーション株式会社,3911360000.0,0.0,0.0,3431976000.0,121616000.0,0.0,0.0,3.54,16.4
6590,芝浦メカトロニクス株式会社,148651440000.0,0.0,80000000.0,80915000000.0,14135000000.0,0.0,0.0,17.47,19.77
6728,株式会社　アルバック,266028505820.0,10307000000.0,574000000.0,261115000000.0,29771000000.0,0.04,0.06,11.4,14.76
5973,株式会社トーアミ,3430400000.0,622914000.0,19628000.0,18104665000.0,331054000.0,0.18,0.03,1.83,2.7
5136,ｔｒｉｐｌａ株式会社,12930914612.0,0.0,0.0,0.0,270127000.0,0.0,0.0,0.0,0.0
4151,協和キリン株式会社,1333009092000.0,4568000000.0,78770000000.0,286510000000.0,0.0,0.0,17.24,0.0,3.37
7927,ムトー精工株式会社,12034997140.0,303414000.0,8641000.0,27574022000.0,2047505000.0,0.03,0.03,7.43,4.78
7749,メディキット株式会社,40891000000.0,778786000.0,16949000.0,22553238000.0,4486793000.0,0.02,0.02,19.89,3.22
7820,ニホンフラッシュ株式会社,20173300000.0,2405901000.0,90922000.0,23976557000.0,774868000.0,0.12,0.04,3.23,-7.42
3733,株式会社ソフトウェア・サービス,73978240000.0,393000000.0,36000000.0,38425000000.0,7274000000.0,0.01,0.09,18.93,13.95
3094,株式会社スーパーバリュー,9277185000.0,0.0,0.0,65781290000.0,0.0,0.0,0.0,0.0,-6.03
9685,ＫＹＣＯＭホールディングス株式会社,3263683896.0,1373206000.0,44796000.0,6770632000.0,590547000.0,0.42,0.03,8.72,11.15
6026,ＧＭＯ　ＴＥＣＨ株式会社,7528240800.0,20000000.0,0.0,6868000000.0,899000000.0,0.0,0.0,13.09,9.78
5194,相模ゴム工業株式会社,10302654000.0,969539000.0,25836000.0,5687899000.0,611231000.0,0.09,0.03,10.75,-6.95
2108,日本甜菜製糖株式会社,36183840762.0,25456000000.0,767000000.0,64796000000.0,535000000.0,0.7,0.03,0.83,-6.5
4651,株式会社サニックスホールディングス,12278669000.0,161000000.0,5000000.0,45352000000.0,2227000000.0,0.01,0.03,4.91,-3.85
3480,株式会社ジェイ・エス・ビー,84586496000.0,1262525000.0,844597000.0,69529664000.0,8106702000.0,0.01,0.67,11.66,9.01
3803,イメージ情報開発株式会社,1736800000.0,16219000.0,0.0,646058000.0,124017000.0,0.01,0.0,19.2,22.38
9504,中国電力株式会社,293385820871.5906,1077941000000.0,1498000000.0,0.0,129148000000.0,3.67,0.0,0.0,0.0
7003,株式会社三井Ｅ＆Ｓ,301870944000.0,29674000000.0,275000000.0,315112000000.0,23130000000.0,0.1,0.01,7.34,4.38
9360,鈴与シンワート株式会社,9060000000.0,308000000.0,12000000.0,19116000000.0,1395000000.0,0.03,0.04,7.3,11.4
3402,東レ株式会社,1598851380000.0,98318000000.0,79460000000.0,651714000000.0,19313000000.0,0.06,0.81,2.96,7.38
6481,ＴＨＫ株式会社,501247645580.0,4923000000.0,11688000000.0,144737000000.0,4121000000.0,0.01,2.37,2.85,0.35
7358,株式会社ポピンズ,12823398000.0,0.0,0.0,31690000000.0,1574000000.0,0.0,0.0,4.97,9.68
5533,株式会社エリッツホールディングス,5964858000.0,110179000.0,2465000.0,5835613000.0,968304000.0,0.02,0.02,16.59,4.91
3900,株式会社クラウドワークス,16556990509.0,1952023000.0,0.0,17113505000.0,1340620000.0,0.12,0.0,7.83,29.54
6635,株式会社大日光・エンジニアリング,3230285000.0,896929000.0,17181000.0,38960122000.0,643425000.0,0.28,0.02,1.65,-0.62
4554,富士製薬工業株式会社,33417630000.0,7092000000.0,0.0,46138000000.0,3880000000.0,0.21,0.0,8.41,12.84
6745,ホーチキ株式会社,79728000000.0,5280000000.0,148000000.0,100900000000.0,9553000000.0,0.07,0.03,9.47,7.93
8996,株式会社ハウスフリーダム,3370200000.0,47808000.0,243324000.0,14488455000.0,882979000.0,0.01,5.09,6.09,22.91
2475,ＷＤＢホールディングス株式会社,33640620000.0,127731000.0,13465000.0,51136663000.0,5068340000.0,0.0,0.11,9.91,3.73
9270,バリュエンスホールディングス株式会社,12098457300.0,0.0,0.0,81468085000.0,549636000.0,0.0,0.0,0.67,7.01
3289,東急不動産ホールディングス株式会社,747184551012.0,354714000000.0,508000000.0,348841000000.0,140763000000.0,0.47,0.0,40.35,-4.54
5204,石塚硝子株式会社,10602347000.0,6463000000.0,206000000.0,55994000000.0,3849000000.0,0.61,0.03,6.87,-3.26
7819,粧美堂株式会社,9172440000.0,1176241000.0,3994000.0,20919562000.0,1010056000.0,0.13,0.0,4.83,2.33
9888,株式会社ＵＥＸ,10188000000.0,2882646000.0,102735000.0,50280989000.0,1771819000.0,0.28,0.04,3.52,-3.52
8541,株式会社　愛媛銀行,40766484000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3435,サンコーテクノ株式会社,11788809984.0,1454927000.0,42174000.0,21250387000.0,1282162000.0,0.12,0.03,6.03,0.51
5659,日本精線株式会社,33641140000.0,68000000.0,2000000.0,46749000000.0,4576000000.0,0.0,0.03,9.79,4.52
7173,株式会社東京きらぼしフィナンシャルグループ,204435500000.0,524000000.0,3000000.0,0.0,9691000000.0,0.0,0.01,0.0,0.0
2429,株式会社ワールドホールディングス,40208067900.0,1437000000.0,3097000000.0,242226000000.0,8593000000.0,0.04,2.16,3.55,13.33
3676,株式会社デジタルハーツホールディングス,22433461200.0,1340609000.0,0.0,39748901000.0,2430067000.0,0.06,0.0,6.11,2.47
8253,株式会社クレディセゾン,730837846452.0,53724000000.0,0.0,0.0,47181000000.0,0.07,0.0,0.0,0.0
8207,テンアライド株式会社,11165263241.0,504658000.0,11246000.0,11887480000.0,232372000.0,0.05,0.02,1.95,6.65
4623,株式会社アサヒペン,7722000000.0,2877120000.0,61108000.0,17151706000.0,865253000.0,0.37,0.02,5.04,0.26
7747,朝日インテック株式会社,625843814400.0,15185000000.0,91000000.0,107547000000.0,22135000000.0,0.02,0.01,20.58,19.36
4374,株式会社ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,9279783322.0,188480000.0,0.0,2762014000.0,479696000.0,0.02,0.0,17.37,24.77
6248,株式会社横田製作所,2838352500.0,0.0,0.0,2276777000.0,455932000.0,0.0,0.0,20.03,11.07
5950,日本パワーファスニング株式会社,3438691360.0,176791000.0,5529000.0,5040565000.0,0.0,0.05,0.03,0.0,-1.33
3359,株式会社ｃｏｔｔａ,4781216538.0,0.0,1130000.0,8951833000.0,477832000.0,0.0,0.0,5.34,3.9
6198,株式会社キャリア,2621793280.0,0.0,0.0,16709494000.0,428855000.0,0.0,0.0,2.57,-6.09
8070,東京産業株式会社,22283183622.0,6713000000.0,439000000.0,65029000000.0,1258000000.0,0.3,0.07,1.93,-0.64
2341,株式会社アルバイトタイムス,4761685342.0,14477000.0,0.0,4160588000.0,68536000.0,0.0,0.0,1.65,-3.65
7695,株式会社交換できるくん,5569609500.0,16188000.0,0.0,10292863000.0,163296000.0,0.0,0.0,1.59,36.06
6070,キャリアリンク株式会社,27557730900.0,222709000.0,1427000.0,40397672000.0,2693450000.0,0.01,0.01,6.67,-7.75
5956,トーソー株式会社,5340000000.0,1000493000.0,29782000.0,22789773000.0,746750000.0,0.19,0.03,3.28,5.48
4707,株式会社キタック,2071251328.0,236146000.0,6147000.0,3342957000.0,362706000.0,0.11,0.03,10.85,16.01
4365,松本油脂製薬株式会社,85863360000.0,20707000000.0,302000000.0,43131000000.0,9281000000.0,0.24,0.01,21.52,3.87
1828,田辺工業株式会社,27463680000.0,330657000.0,9410000.0,50832166000.0,3837544000.0,0.01,0.03,7.55,-1.95
2146,ＵＴグループ株式会社,97618077967.0,6000000.0,0.0,194748000000.0,8074000000.0,0.0,0.0,4.15,16.59
6742,株式会社京三製作所,30982092000.0,11991000000.0,180000000.0,85367000000.0,6112000000.0,0.39,0.02,7.16,21.05
5333,日本碍子株式会社,549730657620.0,68892000000.0,1943000000.0,619513000000.0,81241000000.0,0.13,0.03,13.11,7.01
4933,株式会社Ｉ－ｎｅ,29432966850.0,0.0,2000000.0,45006000000.0,4583000000.0,0.0,0.0,10.18,8.08
4619,日本特殊塗料株式会社,48780739200.0,22055000000.0,301000000.0,66060000000.0,4456000000.0,0.45,0.01,6.75,2.11
5697,株式会社サンユウ,3057682000.0,536076000.0,15845000.0,24444766000.0,668622000.0,0.18,0.03,2.74,1.8
9073,京極運輸商事株式会社,4048000000.0,1797449000.0,65017000.0,8421594000.0,16919000.0,0.44,0.04,0.2,0.09
9312,ケイヒン株式会社,17883713520.0,8303000000.0,246000000.0,50452000000.0,2898000000.0,0.46,0.03,5.74,8.45
5033,株式会社ヌーラボ,5660620173.0,0.0,0.0,4112318000.0,640363000.0,0.0,0.0,15.57,12.27
3540,株式会社歯愛メディカル,48900000000.0,6021000000.0,47000000.0,67493000000.0,2493000000.0,0.12,0.01,3.69,47.92
5582,株式会社グリッド,11679622878.0,0.0,0.0,1652097000.0,365654000.0,0.0,0.0,22.13,22.03
6366,千代田化工建設株式会社,140609652000.0,4272000000.0,1001000000.0,505981000000.0,4680000000.0,0.03,0.23,0.92,17.63
7555,株式会社大田花き,4075500000.0,825629000.0,13331000.0,3857541000.0,276113000.0,0.2,0.02,7.16,-6.93
7366,株式会社ＬＩＴＡＬＩＣＯ,44675226612.0,242000000.0,1397000000.0,7787000000.0,286000000.0,0.01,5.77,3.67,10.28
6580,株式会社ライトアップ,15409124000.0,51159000.0,0.0,4003770000.0,720719000.0,0.0,0.0,18.0,44.22
3844,コムチュア株式会社,57228840000.0,88000000.0,1000000.0,36341000000.0,4630000000.0,0.0,0.01,12.74,6.31
6458,新晃工業株式会社,97954218000.0,13212000000.0,348000000.0,57005000000.0,9986000000.0,0.13,0.03,17.52,9.75
6144,西部電機株式会社,28864640000.0,5571000000.0,107000000.0,33352000000.0,3192000000.0,0.19,0.02,9.57,4.4
9012,秩父鉄道株式会社,3006000000.0,111793000.0,1935000.0,0.0,304969000.0,0.04,0.02,0.0,0.0
7034,株式会社プロレド・パートナーズ,7075619200.0,6324438000.0,0.0,3205046000.0,0.0,0.89,0.0,0.0,18.04
1952,新日本空調株式会社,120341592000.0,22443000000.0,532000000.0,0.0,11346000000.0,0.19,0.02,0.0,0.0
3953,大村紙業株式会社,2892080912.0,237097000.0,6042000.0,5939115000.0,274135000.0,0.08,0.03,4.62,3.53
6492,岡野バルブ製造株式会社,11349690000.0,1352000000.0,8000000.0,8169000000.0,1185000000.0,0.12,0.01,14.51,10.29
9709,ＮＣＳ＆Ａ株式会社,20286000000.0,1100280000.0,39425000.0,20493251000.0,1993825000.0,0.05,0.04,9.73,8.39
2674,株式会社ハードオフコーポレーション,23540398000.0,3639795000.0,74200000.0,33531023000.0,3218216000.0,0.15,0.02,9.6,11.38
7120,株式会社ＳＨＩＮＫＯ,4392430000.0,0.0,0.0,16904476000.0,687690000.0,0.0,0.0,4.07,4.7
3437,特殊電極株式会社,3988980000.0,200812000.0,5627000.0,10539874000.0,635829000.0,0.05,0.03,6.03,9.93
7408,株式会社ジャムコ,,1059766000.0,5057000.0,78996147000.0,7414604000.0,0.0,0.0,9.39,23.43
2303,株式会社ドーン,7507500000.0,548501000.0,0.0,1500658000.0,533114000.0,0.07,0.0,35.53,9.67
5706,三井金属鉱業株式会社,300160011000.0,64220000000.0,607000000.0,712344000000.0,74743000000.0,0.21,0.01,10.49,10.15
6143,株式会社ソディック,53696394220.0,6657000000.0,263000000.0,73668000000.0,2231000000.0,0.12,0.04,3.03,9.67
3768,リスクモンスター株式会社,3795550234.0,1387142000.0,23894000.0,3728251000.0,263991000.0,0.37,0.02,7.08,1.68
8399,株式会社琉球銀行,51902032000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7962,株式会社キングジム,26017165284.0,3116368000.0,104980000.0,39553069000.0,148327000.0,0.12,0.03,0.38,0.4
4275,株式会社カーリット,28547350000.0,8631000000.0,256000000.0,36914000000.0,3046000000.0,0.3,0.03,8.25,0.92
9558,ジャパニアス株式会社,8539596000.0,20000000.0,0.0,11211465000.0,945885000.0,0.0,0.0,8.44,13.41
7058,共栄セキュリティーサービス株式会社,3889783000.0,85465000.0,129256000.0,10113415000.0,484862000.0,0.02,1.51,4.79,8.11
4109,ステラケミファ株式会社,52994705000.0,3163000000.0,2000000.0,36288000000.0,4338000000.0,0.06,0.0,11.95,19.19
9517,イーレックス株式会社,57457133888.0,3615000000.0,3630000000.0,123355000000.0,769000000.0,0.06,1.0,0.62,-41.96
9930,北沢産業株式会社,9003204000.0,2687007000.0,57580000.0,15561539000.0,841882000.0,0.3,0.02,5.41,-5.53
3067,株式会社東京一番フーズ,4135785800.0,0.0,0.0,7452170000.0,217971000.0,0.0,0.0,2.92,2.69
4445,リビン・テクノロジーズ株式会社,4265891900.0,686918000.0,0.0,0.0,207037000.0,0.16,0.0,0.0,0.0
4220,リケンテクノス株式会社,58069770710.0,6194352000.0,230686000.0,128141144000.0,10488509000.0,0.11,0.04,8.19,1.91
5237,株式会社ノザワ,11362575000.0,3614424000.0,118308000.0,21954062000.0,1680092000.0,0.32,0.03,7.65,-4.86
6850,株式会社チノー,21483469120.0,1390000000.0,57000000.0,29329000000.0,2879000000.0,0.06,0.04,9.82,6.94
5356,美濃窯業株式会社,12999363000.0,2177854000.0,65289000.0,15058799000.0,1576275000.0,0.17,0.03,10.47,6.35
4434,株式会社サーバーワークス,16423153125.0,3806775000.0,32900000.0,35717021000.0,1072076000.0,0.23,0.01,3.0,29.83
4430,東海ソフト株式会社,7488696600.0,194016000.0,4260000.0,8738542000.0,1004514000.0,0.03,0.02,11.5,13.22
6182,株式会社メタリアル,6805037500.0,53030000.0,0.0,4084762000.0,117319000.0,0.01,0.0,2.87,-2.23
5253,カバー株式会社,141672915800.0,0.0,0.0,43401000000.0,8001000000.0,0.0,0.0,18.44,43.87
6396,株式会社宇野澤組鐵工所,3333120000.0,478689000.0,17667000.0,4954532000.0,594305000.0,0.14,0.04,12.0,-10.2
9726,ＫＮＴ－ＣＴホールディングス株式会社,28806887702.0,4481000000.0,91000000.0,274516000000.0,6040000000.0,0.16,0.02,2.2,7.47
9934,因幡電機産業株式会社,229171192000.0,19974000000.0,694000000.0,384012000000.0,25556000000.0,0.09,0.03,6.66,11.19
7180,株式会社九州フィナンシャルグループ,352489368156.4331,56000000.0,3000000.0,0.0,8232000000.0,0.0,0.05,0.0,0.0
5423,東京製鐵株式会社,182706653340.0,25392000000.0,681000000.0,326775000000.0,30105000000.0,0.14,0.03,9.21,-11.02
8918,株式会社ランド,13906260000.0,45000000.0,23232000.0,5092112000.0,977019000.0,0.0,0.52,19.19,142.3
6089,株式会社ウィルグループ,21686486700.0,234000000.0,0.0,3325000000.0,612000000.0,0.01,0.0,18.41,-11.33
7956,ピジョン株式会社,207480020373.0,553000000.0,13000000.0,104171000000.0,12139000000.0,0.0,0.02,11.65,10.28
4617,中国塗料株式会社,155375000000.0,8229000000.0,344000000.0,131152000000.0,15381000000.0,0.05,0.04,11.73,12.89
4044,セントラル硝子株式会社,78910000000.0,17835000000.0,536000000.0,144233000000.0,10629000000.0,0.23,0.03,7.37,-10.04
3563,株式会社ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,862277967936.0,962000000.0,1000000.0,0.0,2563000000.0,0.0,0.0,0.0,0.0
7490,日新商事株式会社,8002800000.0,8148730000.0,300659000.0,39034644000.0,384866000.0,1.02,0.04,0.99,0.78
7844,株式会社マーベラス,32103662400.0,2908000000.0,0.0,27963000000.0,1817000000.0,0.09,0.0,6.5,-5.19
